KALYANI,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=KALYANI&segmentLink=3&symbolCount=2&series=ALL&dateRange=day&fromDate=&toDate=&dataType=PRICEVOLUMEDELIVERABLE,2
3RDROCK,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=3RDROCK&segmentLink=3&symbolCount=1&series=ALL&dateRange=day&fromDate=&toDate=&dataType=PRICEVOLUMEDELIVERABLE,1
