,Symbol,2,0
1,AARVEEDEN,0,0,201,174
1,ABGSHIP,0,0,201,16
1,ABMINTLTD,0,0,161,0
1,ADHUNIKIND,0,0,171,170
1,AGARIND,0,0,200,51
1,AICHAMP,0,0,100,0
1,AIRAN,0,0,138,0
1,ALKALI,0,0,201,174
1,ANDHRACEMT,0,0,201,106
1,ANGIND,0,0,201,174
1,ANIKINDS,0,0,198,42
1,ANTGRAPHIC,0,0,199,0
1,APEX,0,0,35,25
,ARENTERP,2,0
1,ARIHANT,0,0,159,0
1,ATLASCYCLE,0,0,201,13
1,AURDIS,0,0,100,0
1,AUTOIND,0,0,201,159
1,AUTOLITIND,0,0,201,184
1,AVADHSUGAR,0,0,59,0
1,BAFNAPHARM,0,0,201,174
1,BALAXI,0,0,58,19
1,BDR,0,0,10,0
1,BEDMUTHA,0,0,201,142
1,BGLOBAL,0,0,201,0
1,BHARATIDIL,0,0,201,148
1,BIOFILCHEM,0,0,60,0
1,BLBLIMITED,0,0,199,91
1,BSLIMITED,0,0,201,174
1,BVCL,0,0,201,78
1,CANDC,0,0,201,86
1,CELEBRITY,0,0,201,146
1,CENTEXT,0,0,201,152
1,CINEVISTA,0,0,201,106
1,CROWN,0,0,67,0
1,CUBEXTUB,0,0,179,0
1,CURATECH,0,0,129,97
1,CYBERMEDIA,0,0,120,100
1,DELTAMAGNT,0,0,149,126
1,DPL,0,0,402,201
1,DSKULKARNI,0,0,201,94
1,EASTSILK,0,0,201,159
1,EDUCOMP,0,0,201,181
1,EMCO,0,0,201,174
1,EON,0,0,201,159
1,ESSDEE,0,0,201,99
1,EUROCERA,0,0,201,111
1,EUROMULTI,0,0,135,43
1,FACT,0,0,201,142
1,FOCUS,0,0,97,0
1,GAMMONIND,0,0,201,181
1,GANGESSECU,0,0,59,0
1,GANGOTRI,0,0,72,33
1,GEMINI,0,0,147,74
1,GISOLUTION,0,0,92,71
1,GLFL,0,0,60,13
1,GOACARBON,0,0,201,178
1,GOENKA,0,0,191,0
1,GOKUL,0,0,203,157
1,GOLDENTOBC,0,0,158,50
1,GOLDINFRA,0,0,201,103
1,GOLDTECH,0,0,201,103
1,GPIL,0,0,201,159
1,GROBTEA,0,0,179,171
1,GSCLCEMENT,0,0,201,184
1,GUJNRECOKE,0,0,201,146
,GUJNRECOKE,6,0
1,GUJNREDVR,0,0,201,146
1,GVKPIL,0,0,202,159
1,HANUNG,0,0,201,146
1,HBSTOCK,0,0,201,142
1,HECPROJECT,0,0,35,0
1,HEXATRADEX,0,0,201,136
1,HINDDORROL,0,0,133,69
1,HINDSYNTEX,0,0,104,67
1,HIRECT,0,0,201,184
1,HMT,0,0,201,0
1,HOTELRUGBY,0,0,77,42
1,IIFL,0,0,201,196
1,INDSWFTLTD,0,0,201,179
1,INTEGRA,0,0,75,47
1,IZMO,0,0,201,174
1,JAINSTUDIO,0,0,100,0
1,JETFREIGHT,0,0,133,0
1,JHS,0,0,201,179
1,JINDALPHOT,0,0,201,161
1,JITFINFRA,0,0,163,0
1,JYOTISTRUC,0,0,201,146
,KALYANI,2,0
1,KALYANIFRG,0,0,198,0
1,KARMAENG,0,0,202,201
1,KEERTI,0,0,35,0
1,KERNEX,0,0,201,0
1,KEYCORPSER,0,0,119,87
1,KGL,0,0,201,136
1,KHAITANELE,0,0,151,53
1,KHAITANLTD,0,0,107,40
1,KILITCH,0,0,201,121
1,KIOCL,0,0,129,128
1,KREBSBIO,0,0,175,0
1,KSERASERA,0,0,201,120
1,KSK,0,0,201,162
1,LASA,0,0,22,0
1,LCCINFOTEC,0,0,173,44
1,LFIC,0,0,179,0
1,LGBFORGE,0,0,127,58
1,LIBERTSHOE,0,0,201,184
1,LITL,0,0,201,146
1,LOTUSEYE,0,0,177,136
1,MAGADSUGAR,0,0,59,0
1,MAHESHWARI,0,0,183,0
1,MANDHANA,0,0,201,120
1,MASKINVEST,0,0,6,0
1,MBECL,0,0,201,146
1,MCL,0,0,134,0
1,MELSTAR,0,0,31,20
1,METKORE,0,0,200,91
1,MITCON,0,0,92,0
1,MURUDCERA,0,0,201,133
1,NAKODA,0,0,201,128
1,NDTV,0,0,201,174
1,NELCO,0,0,201,184
1,NEXTMEDIA,0,0,201,145
,NIRAJISPAT,2,0
1,NITINFIRE,0,0,201,184
1,NOIDATOLL,0,0,201,164
1,NORBTEAEXP,0,0,126,91
1,NUTEK,0,0,160,159
1,ONELIFECAP,0,0,201,170
1,ORCHIDPHAR,0,0,201,184
1,ORIENTALTL,0,0,201,145
1,ORIENTLTD,0,0,175,167
1,PAEL,0,0,119,59
1,PALASHSECU,0,0,59,0
1,PARACABLES,0,0,201,49
1,PARSVNATH,0,0,197,155
1,PILANIINVS,0,0,201,0
1,POCHIRAJU,0,0,200,184
1,PRAENG,0,0,201,179
1,PSL,0,0,201,184
1,QUINTEGRA,0,0,70,55
1,RAINBOWPAP,0,0,201,179
1,RAJRAYON,0,0,191,154
1,RAMSARUP,0,0,190,0
1,REGENCERAM,0,0,195,0
1,RKEC,0,0,11,0
1,RMCL,0,0,201,137
1,ROLLT,0,0,201,147
1,RUCHINFRA,0,0,198,0
1,SALORAINTL,0,0,200,146
1,SALSTEEL,0,0,201,145
1,SAMBHAAV,0,0,201,142
1,SAMTEL,0,0,113,99
1,SASTASUNDR,0,0,201,129
1,SEPOWER,0,0,201,140
1,SERVALL,0,0,199,158
1,SEZAL,0,0,189,49
1,SGFL,0,0,85,0
1,SHAHALLOYS,0,0,201,135
1,SHARONBIO,0,0,201,174
1,SHRENIK,0,0,67,0
1,SHRIPISTON,0,0,200,0
1,SHYAMTEL,0,0,140,118
1,SIL,0,0,201,0
1,SKIL,0,0,201,142
1,SMSLIFE,0,0,46,19
1,SORILHOLD,0,0,201,184
1,SPICEMOBI,0,0,202,201
1,SPYL,0,0,201,184
1,SRSLTD,0,0,201,137
1,STAMPEDE,0,0,201,178
1,STEL,0,0,201,174
1,STINDIA,0,0,196,165
1,SUNDRMBRAK,0,0,201,193
1,SUPREMEINF,0,0,201,193
1,SURANACORP,0,0,38,28
1,TAINWALCHM,0,0,201,157
1,TANTIACONS,0,0,201,32
1,TARAPUR,0,0,199,114
1,TECHIN,0,0,159,92
1,THANGAMAYL,0,0,201,159
1,THEJO,0,0,97,0
1,THOMASCOTT,0,0,131,0
1,TNTELE,0,0,107,0
1,TODAYS,0,0,47,23
1,UNITEDPOLY,0,0,66,0
1,URJA,0,0,143,95
1,USHERAGRO,0,0,201,101
1,UTTAMSUGAR,0,0,201,159
1,UVSL,0,0,201,96
1,VIJIFIN,0,0,124,29
1,VIMALOIL,0,0,169,67
1,VSCL,0,0,86,0
1,WANBURY,0,0,201,0
1,WELINV,0,0,200,146
1,WIPL,0,0,119,0
1,ZENITHEXPO,0,0,83,51
1,ZODJRDMKJ,0,0,160,129
1,AARVI,0,0,13,0
1,ADSL,0,0,201,42
1,AGCNET,0,0,201,142
1,ALANKIT,0,0,201,149
1,ALPA,0,0,201,42
1,ASPINWALL,0,0,201,42
1,BANG,0,0,201,145
1,BEARDSELL,0,0,201,161
1,BHAGYAPROP,0,0,64,41
1,BIRLAMONEY,0,0,201,170
1,CADSYS,0,0,14,0
1,CASTEXTECH,0,0,201,168
1,CEBBCO,0,0,201,178
1,CHROMATIC,0,0,201,178
1,CORALFINAC,0,0,140,79
1,EIFFL,0,0,140,0
1,ELECTHERM,0,0,201,149
1,EMAMIINFRA,0,0,201,170
1,EMKAY,0,0,201,159
1,ENERGYDEV,0,0,202,160
1,ESL,0,0,202,201
1,GSS,0,0,201,159
1,HOVS,0,0,201,142
1,INDOSOLAR,0,0,201,142
1,INDOWIND,0,0,201,65
1,JINDCOT,0,0,201,178
1,LEXUS,0,0,41,0
1,MANAKALUCO,0,0,201,110
1,MANAKINDST,0,0,201,98
1,MOTOGENFIN,0,0,187,42
1,MSPL,0,0,201,170
1,NATNLSTEEL,0,0,201,42
1,PEARLPOLY,0,0,201,122
1,PERFECT,0,0,90,0
1,PETRONENGG,0,0,201,129
1,PILITA,0,0,201,126
1,PIONDIST,0,0,201,159
1,PNC,0,0,200,88
1,PROLIFE,0,0,81,0
1,RMDRIP,0,0,14,0
1,SHALPAINTS,0,0,201,142
1,SHREERAMA,0,0,201,159
1,SIMPLEX,0,0,201,145
1,SREEL,0,0,201,159
1,STEELCITY,0,0,168,0
1,SURANAIND,0,0,201,152
1,TARMAT,0,0,201,179
1,TFL,0,0,201,129
1,TIJARIA,0,0,200,137
1,TIMESGTY,0,0,190,138
1,TRIGYN,0,0,201,98
1,TTL,0,0,201,159
1,WILLAMAGOR,0,0,201,129
1,WORTH,0,0,18,0
1,WSI,0,0,197,165
,3RDROCK,2,0
1,AARTIIND,0,0,205,201
1,ABCAPITAL,0,0,36,26
1,ABFRL,0,0,202,201
,ABNINT,2,0
1,ACCORD,0,0,60,0
1,ACEINTEG,0,0,50,0
1,AGLSL,0,0,65,55
1,AGROPHOS,0,0,164,0
1,AHIMSA,0,0,6,0
1,AIROLAM,0,0,12,0
1,AKASH,0,0,110,0
1,ALKEM,0,0,202,201
1,ALMONDZ,0,0,202,201
1,APARINDS,0,0,202,201
1,APOLSINHOT,0,0,185,101
1,ARIHANTSUP,0,0,144,143
1,ARSHIYA,0,0,201,145
1,ARTNIRMAN,0,0,28,0
1,ASAHIINDIA,0,0,202,201
1,ASLIND,0,0,60,0
1,ASSAMCO,0,0,191,160
,AVENTUS,2,0
1,AVSL,0,0,20,0
1,BAJAJCORP,0,0,203,201
1,BANARBEADS,0,0,201,145
1,BANARISUG,0,0,202,201
1,BANSAL,0,0,71,0
1,BARTRONICS,0,0,201,157
1,BETA,0,0,8,0
1,BHAGYANGR,0,0,110,100
,BHALCHANDR,2,0
1,BHARATWIRE,0,0,201,160
1,BLUEDART,0,0,527,201
1,BOHRA,0,0,105,0
1,BSELINFRA,0,0,201,170
,CAPCO,2,0
1,CARBORUNIV,0,0,202,201
1,CCCL,0,0,201,170
1,CCL,0,0,204,201
1,CEREBRAINT,0,0,201,170
1,CIMMCO,0,0,201,161
1,CKPPRODUCT,0,0,73,0
1,CLEDUCATE,0,0,140,130
1,CMMIPL,0,0,8,0
1,CREATIVE,0,0,129,0
1,CREST,0,0,201,161
1,DCAL,0,0,22,12
1,DEEPIND,0,0,202,201
1,DEVIT,0,0,106,0
1,DIAPOWER,0,0,201,179
1,DMART,0,0,149,148
1,DOLLAR,0,0,127,101
1,DPABHUSHAN,0,0,2,0
1,DPWIRES,0,0,13,0
1,DQE,0,0,201,170
1,DRL,0,0,50,0
1,EASUNREYRL,0,0,200,151
1,EDELWEISS,0,0,202,201
1,EIMCOELECO,0,0,200,107
,ELECTCAST,6,0
1,EMAMILTD,0,0,202,201
1,EMKAYTOOLS,0,0,37,0
1,ESTER,0,0,201,170
1,FCONSUMER,0,0,202,201
1,FINCABLES,0,0,202,201
1,FINPIPE,0,0,202,201
1,FLFL,0,0,202,201
1,FORGE,0,0,8,0
1,FOURTHDIM,0,0,174,0
1,FRETAIL,0,0,202,201
,FROGCELL,2,0
1,GAYAPROJ,0,0,202,201
1,GEEKAYWIRE,0,0,36,0
1,GICL,0,0,77,0
,GICRE,2,0
1,GINNIFILA,0,0,203,201
1,GIRRESORTS,0,0,66,0
1,GLOBAL,0,0,119,0
1,GLOBE,0,0,54,0
1,GOCLCORP,0,0,203,201
1,GOKEX,0,0,201,170
1,GOKULAGRO,0,0,202,201
1,GOLDSTAR,0,0,8,0
1,GREENLAM,0,0,202,201
1,GRETEX,0,0,51,0
1,GTNTEX,0,0,201,170
1,GULFOILLUB,0,0,202,201
1,HATHWAY,0,0,202,201
1,HATSUN,0,0,202,201
1,HINDMOTORS,0,0,203,201
1,HINDUJAVEN,0,0,202,201
1,HITECH,0,0,177,0
1,HUBTOWN,0,0,202,201
1,HUDCO,0,0,1052,108
1,HUSYSLTD,0,0,70,0
1,INDIGRID,0,0,96,0
1,INFOBEAN,0,0,119,0
1,INNOVATIVE,0,0,13,0
1,IRBINVIT,0,0,110,0
1,JALAN,0,0,70,0
1,JASH,0,0,9,0
1,JENSONICOL,0,0,196,149
1,JETKNIT,0,0,101,0
1,JINDRILL,0,0,203,201
1,JMFINANCIL,0,0,202,201
1,JVLAGRO,0,0,202,201
1,KAWIRES,0,0,1,0
1,KKVAPOW,0,0,27,0
1,KRIDHANINF,0,0,201,170
1,KRISHANA,0,0,141,0
1,LAXMICOT,0,0,99,0
1,LIBAS,0,0,139,0
1,LTI,0,0,202,201
1,LYCOS,0,0,201,152
1,MADRASFERT,0,0,201,170
1,MAHSEAMLES,0,0,202,201
1,MANAV,0,0,22,0
1,MBAPL,0,0,127,0
1,MEGH,0,0,202,201
1,MEP,0,0,202,201
1,MILTON,0,0,6,0
1,MINDAIND,0,0,202,201
1,MIRCELECTR,0,0,203,201
1,MKPL,0,0,64,0
,MMNL,2,0
1,MOMAI,0,0,184,0
1,MPTODAY,0,0,16,0
,MRO,2,0
1,MUKANDLTD,0,0,320,201
1,NAGAFERT,0,0,202,165
1,NAGAROIL,0,0,202,201
1,NANDANI,0,0,121,0
1,NBIFIN,0,0,198,101
1,NECCLTD,0,0,201,170
,NEO,2,0
1,NILKAMAL,0,0,203,201
1,NITIRAJ,0,0,106,0
1,OILCOUNTUB,0,0,201,179
1,OISL,0,0,201,157
1,OMFURN,0,0,6,0
1,OMKARCHEM,0,0,201,191
1,ONWARDTEC,0,0,201,179
1,OPAL,0,0,1,0
1,ORTINLABSS,0,0,201,170
1,PALREDTEC,0,0,201,152
1,PANACHE,0,0,123,0
1,PANSARI,0,0,28,0
1,PASHUPATI,0,0,30,0
