Symbol,No Data,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=Symbol&segmentLink=3&symbolCount=0&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,0
Symbol,No Data,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=Symbol&segmentLink=3&symbolCount=0&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,0
Symbol,No Data,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=Symbol&segmentLink=3&symbolCount=0&series=ALL&dateRange=+&fromDate=01-07-2017&toDate=24-10-2017&dataType=PRICEVOLUMEDELIVERABLE,0
APEX,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=APEX&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,2
APEX,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=APEX&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,2
ARENTERP,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=ARENTERP&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,1
ARENTERP,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=ARENTERP&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,1
ARENTERP,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=ARENTERP&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-07-2017&toDate=24-10-2017&dataType=PRICEVOLUMEDELIVERABLE,1
AVADHSUGAR,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=AVADHSUGAR&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,1
AVADHSUGAR,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=AVADHSUGAR&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,1
BDR,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=BDR&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,2
BDR,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=BDR&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=01-07-2017&toDate=24-10-2017&dataType=PRICEVOLUMEDELIVERABLE,2
BIOFILCHEM,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=BIOFILCHEM&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,1
BIOFILCHEM,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=BIOFILCHEM&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,1
FOCUS,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=FOCUS&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,2
GANGESSECU,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=GANGESSECU&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,1
GANGESSECU,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=GANGESSECU&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,1
KALYANI,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=KALYANI&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,2
KALYANI,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=KALYANI&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,2
KALYANI,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=KALYANI&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=01-07-2017&toDate=24-10-2017&dataType=PRICEVOLUMEDELIVERABLE,2
KEERTI,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=KEERTI&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,1
KEERTI,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=KEERTI&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,1
LASA,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=LASA&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,2
LASA,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=LASA&segmentLink=3&symbolCount=2&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,2
MAGADSUGAR,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=MAGADSUGAR&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-01-2017&toDate=01-04-2017&dataType=PRICEVOLUMEDELIVERABLE,1
MAGADSUGAR,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=MAGADSUGAR&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=02-04-2017&toDate=30-06-2017&dataType=PRICEVOLUMEDELIVERABLE,1
MASKINVEST,No Records,https://www.nseindia.com/products/dynaContent/common/productsSymbolMapping.jsp?symbol=MASKINVEST&segmentLink=3&symbolCount=1&series=ALL&dateRange=+&fromDate=01-07-2017&toDate=24-10-2017&dataType=PRICEVOLUMEDELIVERABLE,1
